"72194","Ct pelvis w/o & w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72195","Mri pelvis w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72196","Mri pelvis w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72197","Mri pelvis w/o & w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72198","Mr angio pelvis w/o & w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72200","X-ray exam sacroiliac joints","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72202","X-ray exam sacroiliac joints","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72220","X-ray exam of tailbone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73000","X-ray exam of collar bone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73010","X-ray exam of shoulder blade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73020","X-ray exam of shoulder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73030","X-ray exam of shoulder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73050","X-ray exam of shoulders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73060","X-ray exam of humerus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73070","X-ray exam of elbow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73080","X-ray exam of elbow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73090","X-ray exam of forearm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73092","X-ray exam of arm infant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73100","X-ray exam of wrist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73110","X-ray exam of wrist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73120","X-ray exam of hand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73130","X-ray exam of hand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73140","X-ray exam of finger(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73200","Ct upper extremity w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73201","Ct upper extremity w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73202","Ct uppr extremity w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73206","Ct angio upr extrm w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73218","Mri upper extremity w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73219","Mri upper extremity w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73220","Mri uppr extremity w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73221","Mri joint upr extrem w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73222","Mri joint upr extrem w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73223","Mri joint upr extr w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73225","Mr angio upr extr w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73501","X-ray exam hip uni 1 view","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73502","X-ray exam hip uni 2-3 views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73503","X-ray exam hip uni 4/> views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73521","X-ray exam hips bi 2 views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73522","X-ray exam hips bi 3-4 views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73523","X-ray exam hips bi 5/> views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73551","X-ray exam of femur 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73552","X-ray exam of femur 2/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73560","X-ray exam of knee 1 or 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73562","X-ray exam of knee 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73564","X-ray exam knee 4 or more","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73565","X-ray exam of knees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73590","X-ray exam of lower leg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73592","X-ray exam of leg infant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73600","X-ray exam of ankle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73610","X-ray exam of ankle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73620","X-ray exam of foot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73630","X-ray exam of foot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73650","X-ray exam of heel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73660","X-ray exam of toe(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73700","Ct lower extremity w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73701","Ct lower extremity w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73702","Ct lwr extremity w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73706","Ct angio lwr extr w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73718","Mri lower extremity w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73719","Mri lower extremity w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73720","Mri lwr extremity w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73721","Mri jnt of lwr extre w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73722","Mri joint of lwr extr w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73723","Mri joint lwr extr w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73725","Mr ang lwr ext w or w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74000","X-ray exam of abdomen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74010","X-ray exam of abdomen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74020","X-ray exam of abdomen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74022","X-ray exam series abdomen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74150","Ct abdomen w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74160","Ct abdomen w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74170","Ct abdomen w/o & w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74174","Ct angio abd&pelv w/o&w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74175","Ct angio abdom w/o & w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74176","Ct abd & pelvis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74177","Ct abd & pelv w/contrast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74178","Ct abd & pelv 1/>regns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74181","Mri abdomen w/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74182","Mri abdomen w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74183","Mri abdomen w/o & w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74185","Mri angio abdom w orw/o dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74210","Contrst x-ray exam of throat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74220","Contrast x-ray esophagus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74230","Cine/vid x-ray throat/esoph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74240","X-ray exam upper gi tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74241","X-ray exam upper gi tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74245","X-ray exam upper gi tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74246","Contrst x-ray uppr gi tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74247","Contrst x-ray uppr gi tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74249","Contrst x-ray uppr gi tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74250","X-ray exam of small bowel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74261","Ct colonography dx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74262","Ct colonography dx w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74290","Contrast x-ray gallbladder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74710","X-ray measurement of pelvis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74712","Mri fetal sngl/1st gestation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75557","Cardiac MRI for morph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75559","Cardiac MRI w/stress img","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75561","Cardiac MRI for morph w/dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75563","Card MRI w/stress img & dye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75565","Card MRI veloc flow mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75571","Ct hrt w/o dye w/ca test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75572","Ct hrt w/3d image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75573","Ct hrt w/3d image congen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75574","Ct angio hrt w/3d image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75635","Ct angio abdominal arteries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76000","Fluoroscope examination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76010","X-ray nose to rectum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76100","X-ray exam of body section","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76101","Complex body section x-ray","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76102","Complex body section x-rays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76120","Cine/video x-rays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76125","Cine/video x-rays add-on","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76376","3d render w/o postprocess","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76377","3d rendering w/postprocess","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76380","CAT scan follow-up study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76499","Radiographic procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76506","Echo exam of head","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76510","Ophth us b & quant a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76511","Ophth us quant a only","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76512","Ophth us b w/non-quant a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76513","Echo exam of eye water bath","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76514","Echo exam of eye thickness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76516","Echo exam of eye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76519","Echo exam of eye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76536","Us exam of head and neck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76604","Us exam chest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76641","Ultrasound breast complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76642","Ultrasound breast limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76700","Us exam abdom complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76705","Echo exam of abdomen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76770","Us exam abdo back wall comp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76775","Us exam abdo back wall lim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76776","Us exam k transpl w/Doppler","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76800","Us exam spinal canal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76801","Ob us < 14 wks single fetus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76802","Ob us < 14 wks addl fetus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76805","Ob us >/= 14 wks sngl fetus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76810","Ob us >/= 14 wks addl fetus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76811","Ob us detailed sngl fetus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76812","Ob us detailed addl fetus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76815","Ob us limited fetus(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76816","Ob us follow-up per fetus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76818","Fetal biophys profile w/nst","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76819","Fetal biophys profil w/o nst","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76820","Umbilical artery echo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76821","Middle cerebral artery echo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76825","Echo exam of fetal heart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76826","Echo exam of fetal heart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76827","Echo exam of fetal heart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76828","Echo exam of fetal heart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76856","Us exam pelvic complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76857","Us exam pelvic limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76870","Us exam scrotum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76881","Us xtr non-vasc complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76882","Us xtr non-vasc lmtd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76885","Us exam infant hips dynamic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76886","Us exam infant hips static","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76970","Ultrasound exam follow-up","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76977","Us bone density measure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76999","Echo examination procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77051","Computer dx mammogram add-on","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77052","Comp screen mammogram add-on","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77055","Mammogram one breast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77056","Mammogram both breasts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77057","Mammogram screening","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77058","Mri one breast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77059","Mri both breasts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77061","Breast tomosynthesis uni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77062","Breast tomosynthesis bi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77063","Breast tomosynthesis bi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77071","X-ray stress view","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77072","X-rays for bone age","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77073","X-rays bone length studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77074","X-rays bone survey limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77075","X-rays bone survey complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77076","X-rays bone survey infant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77077","Joint survey single view","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77078","Ct bone density axial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77080","Dxa bone density axial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77081","Dxa bone density/peripheral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77084","Magnetic image bone marrow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77085","Dxa bone density study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77086","Fracture assessment via dxa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78012","Thyroid uptake measurement ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78013","Thyroid imaging w/blood flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78014","Thyroid imaging w/blood flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78015","Thyroid met imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78016","Thyroid met imaging/studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78018","Thyroid met imaging body","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78020","Thyroid met uptake","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78070","Parathyroid nuclear imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78071","Parathyrd planar w/wo subtrj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78072","Parathyrd planar w/spect&ct","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78075","Adrenal nuclear imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78099","Endocrine nuclear procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78102","Bone marrow imaging ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78103","Bone marrow imaging mult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78104","Bone marrow imaging body","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78135","Red cell survival kinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78140","Red cell sequestration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78185","Spleen imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78190","Platelet survival kinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78195","Lymph system imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78199","Blood/lymph nuclear exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78201","Liver imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78202","Liver imaging with flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78205","Liver imaging (3D)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78206","Liver image (3d) with flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78215","Liver and spleen imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78216","Liver & spleen image/flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78226","Hepatobiliary system imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78227","Hepatobil syst image w/drug","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78230","Salivary gland imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78231","Serial salivary imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78232","Salivary gland function exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78258","Esophageal motility study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78261","Gastric mucosa imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78262","Gastroesophageal reflux exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78264","Gastric emptying study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78265","Gastric emptying imag study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78266","Gastric emptying imag study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78278","Acute GI blood loss imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78282","GI protein loss exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78290","Meckels divert exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78291","Leveen/shunt patency exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78299","GI nuclear procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78300","Bone imaging limited area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78305","Bone imaging multiple areas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78306","Bone imaging whole body","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78315","Bone imaging 3 phase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78320","Bone imaging (3D)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78399","Musculoskeletal nuclear exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78428","Cardiac shunt imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78445","Vascular flow imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78451","Ht muscle image spect sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78452","Ht muscle image spect mult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78453","Ht muscle image planar sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78454","Ht musc image planar mult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78456","Acute venous thrombus image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78457","Venous thrombosis imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78458","Ven thrombosis images bilat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78459","Heart muscle imaging (PET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78466","Heart infarct image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78468","Heart infarct image (ef)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78469","Heart infarct image (3D)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78472","Gated heart planar single","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78473","Gated heart multiple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78481","Heart first pass single","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78483","Heart first pass multiple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78491","Heart image (pet) single","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78492","Heart image (pet) multiple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78494","Heart image spect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78496","Heart first pass add-on","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78499","Cardiovascular nuclear exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78579","Lung ventilation imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78580","Lung perfusion imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78582","Lung ventilat&perfus imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78597","Lung perfusion differential","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78598","Lung perf&ventilat diferentl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78599","Respiratory nuclear exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78600","Brain image < 4 views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78601","Brain image w/flow < 4 views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78605","Brain image 4+ views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78606","Brain image w/flow 4 + views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78607","Brain imaging (3D)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78608","Brain imaging (PET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
